brand,model,year,engine_volume,mileage,horsepower,price
Hyundai,Santa Fe,2014,1.7,123,250,353519.06
Mercedes-Benz,C-Class,2014,1.9,200,209,321279.76
Volkswagen,Golf,2008,2.0,252,278,377690.89
Nissan,Qashqai,2013,1.0,37,191,368125.77
BMW,3 Series,2004,1.2,35,280,368873.78
Mercedes-Benz,GLC,2016,1.7,93,204,312295.83
Skoda,Superb,2014,2.5,211,246,402437.78
Skoda,Octavia,2019,1.3,70,108,265612.1
Kia,Ceed,2016,2.3,194,144,277933.85
Skoda,Octavia,2008,2.8,255,118,162992.71
BMW,X5,2012,1.9,10,286,465775.82
Hyundai,Elantra,2021,1.8,252,315,436851.4
Volkswagen,Golf,2012,2.3,41,300,493565.13
Kia,Ceed,2004,2.1,244,324,369747.63
Mercedes-Benz,C-Class,2013,1.7,26,272,476960.18
Toyota,Corolla,2006,2.1,98,213,347601.01
Audi,A3,2004,1.7,61,76,241531.38
Mercedes-Benz,E-Class,2011,2.7,173,170,284760.95
Kia,Sportage,2002,1.9,41,297,452864.48
Nissan,Leaf,2008,2.2,207,172,311474.63
Volkswagen,Tiguan,2009,2.8,210,161,267943.7
Skoda,Superb,2000,1.9,116,347,469326.18
Audi,A3,2013,1.6,37,256,389819.97
Ford,Mondeo,2000,1.7,296,215,229667.25
Skoda,Kodiaq,2009,2.0,128,336,469119.16
Hyundai,Santa Fe,2010,1.9,40,188,330700.85
BMW,X5,2019,1.9,163,333,464731.44
Skoda,Kodiaq,2001,2.2,269,345,375243.87
Mercedes-Benz,E-Class,2022,2.1,116,272,419242.72
Skoda,Octavia,2001,1.8,260,128,149306.02
Audi,A4,2022,2.0,116,222,447822.59
Nissan,Qashqai,2010,1.7,126,255,381557.47
Kia,Sportage,2007,1.8,254,184,246807.97
Toyota,RAV4,2002,1.0,88,344,498141.43
Ford,Kuga,2008,1.6,238,305,304775.64
BMW,X5,2015,2.4,32,135,390850.43
Skoda,Kodiaq,2015,2.3,206,332,463642.89
Kia,Rio,2009,2.4,197,120,190710.94
BMW,3 Series,2005,2.2,226,301,340992.9
Hyundai,Santa Fe,2019,1.8,256,82,191939.07
Kia,Ceed,2019,1.4,163,89,236889.06
Kia,Sportage,2019,1.8,204,282,408862.53
Volkswagen,Tiguan,2010,1.0,125,339,427811.33
Ford,Focus,2007,2.6,205,109,210366.07
Hyundai,Santa Fe,2019,2.1,64,204,379886.95
Hyundai,Elantra,2000,2.4,184,331,405164.85
Audi,Q5,2005,1.7,153,250,322843.61
Volkswagen,Tiguan,2007,1.2,226,296,336054.67
Ford,Focus,2013,2.1,266,334,354400.79
Audi,A4,2002,2.1,136,175,317583.1
Audi,A3,2001,1.9,182,165,218907.09
Ford,Focus,2021,2.1,103,192,404795.68
Hyundai,Tucson,2000,1.8,228,346,381632.47
BMW,5 Series,2010,2.1,61,106,257631.28
BMW,3 Series,2020,2.2,28,337,499825.49
Audi,A4,2005,2.8,246,267,387636.01
Nissan,Leaf,2007,2.4,180,324,454234.92
Kia,Ceed,2006,1.4,284,84,100000.0
Mercedes-Benz,C-Class,2005,1.8,169,154,268500.28
Nissan,Qashqai,2017,1.6,249,161,271268.76
Hyundai,Tucson,2011,2.7,74,169,349093.91
Kia,Ceed,2007,1.8,226,243,316338.86
Toyota,Corolla,2020,1.9,56,284,478683.17
Mercedes-Benz,E-Class,2018,1.9,83,155,310927.55
Mercedes-Benz,E-Class,2004,2.2,173,151,235452.96
Volkswagen,Golf,2018,1.4,207,186,265333.05
Audi,A3,2008,2.0,157,236,372344.34
Audi,A4,2011,2.5,95,311,512989.01
Audi,Q5,2014,1.8,18,347,550066.76
Nissan,Leaf,2022,2.9,262,203,307900.03
Ford,Mondeo,2012,1.6,241,249,310356.43
Mercedes-Benz,C-Class,2012,1.7,256,234,309864.32
Mercedes-Benz,GLC,2020,2.4,10,281,522972.91
Kia,Rio,2020,2.0,276,75,165629.8
Volkswagen,Passat,2004,1.9,114,142,242005.98
Skoda,Kodiaq,2001,1.4,243,146,209798.63
Volkswagen,Golf,2018,1.7,266,284,367146.92
Nissan,Qashqai,2007,2.9,90,234,404527.92
Volkswagen,Tiguan,2013,2.2,132,243,332375.22
Toyota,Corolla,2005,2.3,181,167,257054.03
Nissan,Qashqai,2006,1.7,282,94,147760.57
Volkswagen,Tiguan,2013,2.1,256,220,267115.65
Skoda,Superb,2005,1.9,203,289,321826.5
Skoda,Kodiaq,2015,1.4,121,223,388787.05
Toyota,RAV4,2003,1.6,32,145,298145.74
Toyota,Corolla,2006,1.7,211,300,376519.85
Skoda,Superb,2015,3.0,115,72,254552.36
Mercedes-Benz,GLC,2003,2.9,103,142,288968.72
Volkswagen,Tiguan,2006,1.2,34,180,255573.38
Toyota,Corolla,2020,1.6,154,141,270834.16
Skoda,Kodiaq,2001,1.9,28,324,472420.23
Mercedes-Benz,E-Class,2022,2.0,219,287,412537.81
Toyota,Camry,2007,1.9,91,277,416160.19
Skoda,Octavia,2009,2.9,55,318,489746.2
Hyundai,Elantra,2001,1.8,44,134,298025.64
Ford,Focus,2005,2.9,211,73,158378.74
BMW,3 Series,2003,2.5,32,265,437618.46
Audi,A4,2020,2.0,274,188,315891.39
Toyota,Camry,2000,1.7,196,259,284039.19
Toyota,RAV4,2005,1.7,199,235,252830.18
Audi,Q5,2011,3.0,249,301,403071.65
Nissan,Leaf,2013,2.4,136,199,357677.55
Mercedes-Benz,GLC,2014,2.1,120,161,364434.13
Nissan,Leaf,2017,1.0,52,194,364804.15
Volkswagen,Tiguan,2016,1.8,143,276,409096.53
Ford,Focus,2008,1.8,22,183,343843.77
Volkswagen,Passat,2014,2.1,20,170,396125.64
BMW,5 Series,2017,1.9,111,101,272226.85
Nissan,Qashqai,2020,1.8,206,200,338517.71
Nissan,X-Trail,2017,2.2,64,86,280916.15
Kia,Rio,2004,2.4,192,317,427429.56
Volkswagen,Golf,2015,1.7,28,133,358109.27
Nissan,X-Trail,2008,1.5,271,147,205396.15
Toyota,RAV4,2021,1.7,18,269,468507.93
Kia,Rio,2002,1.5,157,110,168349.49
Kia,Rio,2011,1.9,34,327,509883.84
Volkswagen,Tiguan,2013,3.0,81,250,471336.59
Nissan,Qashqai,2000,1.8,66,194,327155.54
BMW,5 Series,2008,1.4,31,181,301006.68
Mercedes-Benz,E-Class,2008,1.8,45,304,510936.71
Mercedes-Benz,C-Class,2019,2.8,188,271,426533.16
Ford,Focus,2012,1.9,77,109,267242.32
Skoda,Octavia,2007,1.6,10,268,436807.99
Mercedes-Benz,E-Class,2010,1.1,57,195,285878.09
Skoda,Octavia,2013,1.8,161,143,241783.26
Ford,Mondeo,2015,1.3,206,248,319880.94
BMW,3 Series,2010,2.1,67,74,253122.77
BMW,5 Series,2018,1.8,57,187,368212.22
BMW,5 Series,2021,1.0,243,301,414766.67
Ford,Kuga,2009,2.8,197,218,273549.15
Mercedes-Benz,GLC,2007,3.1,123,270,472969.36
Audi,Q5,2010,2.1,99,100,278571.92
Hyundai,Tucson,2007,2.8,178,306,429720.81
Hyundai,Santa Fe,2019,2.1,186,224,346337.24
Mercedes-Benz,E-Class,2009,1.0,201,267,358218.44
Kia,Ceed,2016,1.9,142,176,318216.2
Mercedes-Benz,E-Class,2022,1.7,181,228,357536.79
Hyundai,Elantra,2010,1.3,27,238,424180.79
Audi,A3,2011,2.0,260,327,416706.75
Kia,Ceed,2009,1.6,121,131,263376.28
BMW,X5,2019,2.1,49,218,405549.61
Toyota,RAV4,2016,2.4,111,231,393479.72
Toyota,Camry,2002,2.8,183,155,216838.08
Audi,Q5,2006,2.0,205,82,127438.46
BMW,X5,2002,1.4,81,344,447453.29
Hyundai,Elantra,2016,1.7,191,193,328744.12
BMW,5 Series,2022,1.8,250,173,277942.87
Volkswagen,Tiguan,2007,3.1,298,118,200836.45
Hyundai,Elantra,2020,1.9,122,72,266287.58
Hyundai,Elantra,2021,2.3,172,319,476060.72
Volkswagen,Passat,2018,2.5,48,322,501082.4
Audi,Q5,2013,2.7,244,280,396314.55
Ford,Mondeo,2004,2.1,80,140,250637.76
Audi,A4,2018,1.8,228,340,427625.05
Ford,Focus,2012,1.8,14,107,330891.7
Kia,Rio,2017,1.4,250,222,300872.5
Nissan,Qashqai,2022,2.4,174,284,447529.39
Volkswagen,Golf,2010,3.4,10,79,245975.44
Mercedes-Benz,GLC,2022,2.7,193,169,309568.34
Ford,Mondeo,2011,2.0,17,303,499551.86
Volkswagen,Tiguan,2007,1.4,117,268,385883.23
Nissan,Qashqai,2011,1.7,194,243,357702.89
Ford,Mondeo,2000,2.2,293,286,292660.86
Hyundai,Santa Fe,2017,1.8,163,109,268181.66
Skoda,Superb,2001,1.9,43,255,387939.45
Hyundai,Tucson,2011,2.2,31,349,536069.02
BMW,3 Series,2018,2.1,157,138,255808.83
Nissan,Qashqai,2022,3.2,160,318,506840.62
Kia,Sportage,2006,3.1,76,154,302032.44
Volkswagen,Golf,2006,1.8,87,237,379080.4
Audi,Q5,2000,2.5,241,98,172869.12
Nissan,X-Trail,2017,1.3,48,106,307082.76
Audi,Q5,2007,2.5,174,89,263455.5
Hyundai,Santa Fe,2009,2.2,108,215,357179.61
Mercedes-Benz,E-Class,2022,1.5,138,329,473272.82
Kia,Rio,2000,2.6,28,208,355292.69
Nissan,Leaf,2014,1.5,280,324,396364.13
Hyundai,Elantra,2014,1.9,10,155,351806.58
Nissan,X-Trail,2003,2.1,296,121,127893.09
Nissan,Qashqai,2009,1.2,189,211,270585.35
Audi,Q5,2007,2.1,265,191,277905.79
Kia,Sportage,2013,1.5,183,220,344537.76
Hyundai,Santa Fe,2012,1.8,59,217,417576.48
Skoda,Kodiaq,2020,2.0,29,152,326843.27
Skoda,Kodiaq,2016,1.2,114,218,349058.74
Nissan,X-Trail,2006,1.7,199,239,293630.95
Mercedes-Benz,GLC,2005,1.9,248,339,396347.61
Hyundai,Santa Fe,2008,1.8,52,297,436238.48
Volkswagen,Golf,2019,1.5,14,74,313923.09
Volkswagen,Golf,2019,1.3,257,221,291573.52
Hyundai,Elantra,2007,1.5,75,290,474910.55
Skoda,Octavia,2013,1.0,260,226,301552.73
Audi,Q5,2019,1.6,137,327,495114.56
Toyota,Camry,2002,2.6,194,75,204195.29
BMW,3 Series,2022,1.2,197,273,391231.81
Volkswagen,Tiguan,2012,2.5,192,347,483075.95
Audi,Q5,2020,1.3,80,203,381863.41
BMW,3 Series,2008,2.3,75,146,283786.17
Toyota,RAV4,2020,3.3,259,185,290708.12
Toyota,RAV4,2008,2.3,164,270,377956.99
BMW,3 Series,2021,1.9,88,156,349240.16
Volkswagen,Passat,2021,1.9,28,137,367805.36
Mercedes-Benz,GLC,2010,2.4,278,170,248047.12
Skoda,Superb,2005,2.2,54,231,402459.74
Nissan,X-Trail,2022,2.1,271,140,230570.9
Audi,Q5,2011,1.8,231,242,265057.15
Nissan,X-Trail,2003,2.2,138,238,366083.56
BMW,3 Series,2003,1.1,115,172,250559.28
Audi,A4,2022,1.7,260,297,445890.98
Hyundai,Tucson,2021,2.9,130,202,391608.49
Mercedes-Benz,C-Class,2016,2.4,239,129,264952.04
Nissan,X-Trail,2006,1.9,290,214,222432.28
Skoda,Octavia,2005,1.5,236,280,360229.97
Kia,Sportage,2019,3.0,284,178,295889.88
Volkswagen,Golf,2007,1.7,147,262,377930.81
Toyota,Camry,2006,1.5,182,252,307724.04
Mercedes-Benz,E-Class,2007,2.1,280,78,108392.34
Ford,Focus,2008,1.7,224,201,288372.82
Skoda,Octavia,2000,1.0,237,143,151900.12
Toyota,Camry,2002,1.3,116,165,243265.65
Nissan,Leaf,2017,1.9,168,198,315362.71
Hyundai,Elantra,2018,1.4,145,291,438062.26
Toyota,RAV4,2010,1.2,260,197,281535.37
Toyota,Corolla,2015,1.3,39,76,262851.01
Hyundai,Tucson,2017,1.9,107,294,484990.8
Toyota,RAV4,2005,1.9,106,185,306477.08
Hyundai,Tucson,2001,2.4,266,172,265966.67
Ford,Mondeo,2003,1.4,281,295,349773.8
Audi,A3,2004,1.9,20,122,309361.85
Mercedes-Benz,E-Class,2020,1.7,177,72,213926.13
Hyundai,Elantra,2013,2.3,220,101,210916.67
Toyota,Camry,2000,2.0,181,327,364234.21
BMW,3 Series,2021,2.2,129,149,278051.59
Ford,Mondeo,2013,2.6,194,193,328341.04
Kia,Ceed,2020,2.1,48,329,533816.23
Skoda,Octavia,2012,2.5,266,279,371051.33
Mercedes-Benz,C-Class,2021,1.3,288,114,155754.01
BMW,3 Series,2015,1.3,239,341,455578.33
Skoda,Octavia,2003,2.7,124,296,416951.95
Skoda,Kodiaq,2005,2.1,100,182,323504.14
BMW,X5,2008,2.3,70,99,246421.44
BMW,3 Series,2000,2.6,112,345,474163.61
Hyundai,Tucson,2021,1.6,224,283,450575.43
Ford,Focus,2016,1.7,111,156,336438.96
Nissan,Qashqai,2022,2.4,152,91,239776.3
Hyundai,Elantra,2003,1.8,99,90,185345.75
Mercedes-Benz,C-Class,2005,1.7,127,245,364370.18
Skoda,Superb,2015,1.4,148,330,445739.72
Volkswagen,Tiguan,2006,2.4,249,237,286567.74
Hyundai,Santa Fe,2004,1.7,145,290,438187.68
Audi,A4,2008,2.4,14,151,291543.72
Skoda,Kodiaq,2018,2.2,218,148,279752.0
Skoda,Octavia,2000,2.7,96,228,407571.31
Skoda,Superb,2007,1.2,286,212,210004.67
Mercedes-Benz,GLC,2019,1.0,130,114,240576.44
Volkswagen,Passat,2022,2.9,254,305,418780.84
BMW,X5,2003,2.5,99,239,413740.06
BMW,5 Series,2022,1.5,149,294,439765.19
Volkswagen,Passat,2016,1.6,121,349,544713.32
Toyota,Corolla,2000,2.0,249,160,221795.45
Kia,Rio,2001,1.9,281,216,232693.66
Nissan,Qashqai,2020,1.7,152,139,253791.37
Skoda,Superb,2013,1.6,216,118,180727.29
Ford,Mondeo,2021,1.8,128,86,262566.41
Kia,Ceed,2001,2.2,93,218,407735.0
Skoda,Octavia,2000,2.0,260,112,135165.26
Nissan,Qashqai,2012,1.8,287,281,318449.35
Ford,Kuga,2022,1.7,172,273,428371.76
Nissan,Qashqai,2007,3.1,151,274,401590.67
Hyundai,Santa Fe,2021,1.7,40,132,322390.82
Ford,Mondeo,2008,2.3,100,93,276813.81
Ford,Kuga,2019,3.2,137,102,317716.4
Kia,Rio,2020,2.3,276,278,378155.04
Toyota,Corolla,2001,2.2,45,342,475206.44
Kia,Rio,2016,2.6,289,245,335202.17
Toyota,Corolla,2005,2.7,222,113,221618.49
Nissan,Qashqai,2002,2.0,242,222,305674.08
Hyundai,Elantra,2019,1.3,237,257,374614.82
Hyundai,Tucson,2016,1.9,246,81,104280.29
Hyundai,Santa Fe,2005,2.3,30,206,389296.52
Hyundai,Elantra,2007,1.8,105,155,303768.65
Toyota,RAV4,2013,1.9,60,122,317132.87
Nissan,X-Trail,2009,2.8,71,130,311462.67
Kia,Ceed,2019,2.4,162,182,332082.05
Mercedes-Benz,C-Class,2009,2.3,233,177,251169.95
Skoda,Kodiaq,2014,1.5,151,136,237659.84
Kia,Ceed,2007,1.9,50,191,334181.05
Volkswagen,Golf,2010,2.2,175,323,469032.0
Mercedes-Benz,GLC,2015,2.3,199,74,208366.88
Hyundai,Santa Fe,2002,2.8,54,304,484649.96
Toyota,Corolla,2014,2.3,217,108,198302.03
Volkswagen,Tiguan,2012,1.7,105,269,424863.6
BMW,3 Series,2010,2.9,284,239,356019.47
Nissan,Leaf,2013,1.9,244,90,173469.12
Nissan,Leaf,2006,2.5,216,244,348789.84
Volkswagen,Passat,2018,1.7,35,143,325864.46
Hyundai,Tucson,2014,1.6,216,218,299275.75
Skoda,Superb,2005,1.3,150,182,280145.31
Skoda,Kodiaq,2019,1.4,96,155,299620.32
Skoda,Octavia,2021,1.8,107,171,322830.84
Nissan,Leaf,2006,2.7,32,88,264778.29
Volkswagen,Golf,2013,2.1,259,132,213600.4
Ford,Focus,2021,1.1,259,185,250188.75
Toyota,Corolla,2003,2.4,157,249,356796.71
Ford,Focus,2008,2.0,63,107,236453.12
Ford,Mondeo,2006,2.8,48,161,340104.87
Mercedes-Benz,E-Class,2014,1.8,227,242,284152.44
Volkswagen,Tiguan,2002,1.5,246,274,339037.99
Ford,Mondeo,2004,2.9,286,78,100000.0
Hyundai,Elantra,2016,2.5,234,78,222884.92
Kia,Sportage,2000,1.1,153,90,171211.16
Skoda,Superb,2000,2.2,297,93,128267.48
Volkswagen,Passat,2015,1.1,220,164,235060.94
Ford,Mondeo,2022,2.5,163,261,434066.29
Hyundai,Tucson,2013,1.4,268,249,311698.65
Nissan,Leaf,2010,1.4,236,200,236220.05
Hyundai,Tucson,2013,2.7,91,90,281755.74
Volkswagen,Golf,2007,2.2,97,77,197669.85
Kia,Sportage,2018,2.4,13,270,548998.74
Mercedes-Benz,E-Class,2001,1.8,182,83,136414.9
Volkswagen,Passat,2022,2.0,41,105,275056.92
Toyota,Camry,2009,2.8,243,233,361839.32
Nissan,Qashqai,2004,2.2,235,114,196978.43
Mercedes-Benz,C-Class,2014,3.2,215,213,347874.14
Skoda,Octavia,2000,1.9,111,80,173680.17
Volkswagen,Tiguan,2001,2.5,67,281,427111.8
Hyundai,Santa Fe,2018,2.6,278,182,270062.0
Volkswagen,Golf,2021,2.1,159,80,252821.08
Ford,Kuga,2016,2.7,261,235,316681.19
Nissan,Qashqai,2014,1.7,53,327,488941.86
Skoda,Superb,2017,2.4,39,123,345551.9
Mercedes-Benz,C-Class,2020,1.5,21,162,399719.19
Toyota,Corolla,2007,1.4,23,332,484813.66
Nissan,X-Trail,2020,2.0,54,114,328148.05
Mercedes-Benz,GLC,2013,1.9,209,286,409487.45
Skoda,Kodiaq,2007,1.4,33,258,392541.44
Mercedes-Benz,C-Class,2021,2.4,260,176,275052.32
Kia,Sportage,2022,2.8,128,77,217133.0
Audi,Q5,2007,1.8,87,101,291015.41
Ford,Mondeo,2018,2.5,251,237,346633.13
Kia,Ceed,2012,1.7,212,106,217781.41
Kia,Rio,2004,1.9,246,300,342106.62
Volkswagen,Passat,2009,2.0,96,252,383609.6
Hyundai,Tucson,2006,2.4,219,315,393861.29
BMW,3 Series,2008,2.0,285,79,121102.72
Kia,Rio,2013,1.0,106,139,329155.45
Toyota,RAV4,2005,2.6,11,306,502431.2
BMW,3 Series,2009,2.1,238,187,278927.76
Kia,Sportage,2000,1.0,252,286,305535.26
Skoda,Octavia,2010,2.7,267,260,337497.18
Mercedes-Benz,GLC,2007,2.7,51,308,499505.29
Nissan,Leaf,2005,1.5,222,275,333123.23
Nissan,X-Trail,2016,1.3,12,291,519049.57
Hyundai,Elantra,2003,2.6,25,215,367901.66
Kia,Ceed,2005,2.6,288,258,336404.81
Nissan,X-Trail,2014,2.2,111,307,491718.45
Hyundai,Elantra,2009,1.8,86,292,489090.85
Audi,Q5,2016,1.6,211,315,370877.72
Skoda,Superb,2009,2.3,64,316,508989.12
Volkswagen,Passat,2004,1.7,218,107,152405.01
Nissan,X-Trail,2018,1.7,90,276,466383.68
Volkswagen,Passat,2006,2.4,253,256,342705.39
Toyota,RAV4,2018,2.5,244,161,246617.45
Audi,A4,2009,2.8,123,75,239347.37
Volkswagen,Passat,2018,1.1,76,202,356558.81
Skoda,Superb,2010,1.8,49,161,310216.83
Audi,A3,2002,1.8,230,70,100000.0
BMW,5 Series,2010,2.0,112,339,513266.87
Mercedes-Benz,GLC,2005,1.4,62,152,286717.46
Ford,Mondeo,2005,2.3,61,248,377238.92
BMW,3 Series,2014,2.9,46,216,425923.18
Kia,Ceed,2002,1.4,76,171,294654.95
Volkswagen,Golf,2021,2.1,171,100,221490.37
Audi,A3,2010,2.6,215,223,299969.88
Kia,Ceed,2007,1.9,61,117,298190.75
Mercedes-Benz,GLC,2022,1.6,218,110,229288.82
Ford,Kuga,2022,2.1,11,222,433323.2
Mercedes-Benz,GLC,2007,2.4,138,251,366472.3
Volkswagen,Passat,2022,1.4,187,301,417367.96
Audi,Q5,2015,2.5,173,190,281568.02
Ford,Focus,2002,1.9,31,254,431046.84
Ford,Kuga,2007,1.7,236,189,241870.6
Mercedes-Benz,E-Class,2007,1.2,91,295,415645.55
Skoda,Superb,2012,1.7,173,181,303546.14
Nissan,X-Trail,2000,1.7,12,264,448115.81
Volkswagen,Golf,2009,1.4,181,95,189537.7
Toyota,Corolla,2004,2.2,127,263,353241.06
Skoda,Superb,2004,2.1,153,88,184278.87
Kia,Ceed,2016,2.5,261,94,184784.62
Toyota,RAV4,2021,2.4,275,116,168732.44
Volkswagen,Tiguan,2013,1.7,179,268,388401.57
Volkswagen,Passat,2005,1.8,222,333,414444.9
Mercedes-Benz,GLC,2013,1.6,290,72,125316.12
Volkswagen,Golf,2011,1.2,236,308,351104.32
Nissan,X-Trail,2019,2.2,271,91,186805.28
Toyota,Corolla,2021,2.1,264,99,222618.21
Audi,Q5,2021,1.7,17,116,324072.4
Ford,Focus,2000,2.4,50,339,506923.86
Nissan,Qashqai,2004,1.8,266,339,389807.4
BMW,3 Series,2017,2.6,140,221,331666.74
Volkswagen,Tiguan,2013,1.9,61,295,453607.18
Kia,Rio,2006,1.4,111,317,445569.26
Ford,Mondeo,2014,2.8,228,240,352327.42
Volkswagen,Golf,2008,2.2,253,306,396002.79
Nissan,Qashqai,2014,1.5,284,305,365914.02
Skoda,Superb,2015,1.8,79,328,510750.86
Nissan,Qashqai,2008,1.6,56,348,492634.51
Hyundai,Elantra,2006,2.5,126,217,355357.8
BMW,3 Series,2006,1.0,87,178,271944.38
Skoda,Octavia,2016,2.1,14,212,441741.83
Hyundai,Tucson,2010,1.1,263,140,192290.23
Kia,Ceed,2005,1.1,116,195,268611.24
Audi,Q5,2013,2.2,253,151,226787.66
Toyota,Camry,2014,1.4,182,110,276553.8
Nissan,X-Trail,2020,2.3,45,328,531708.86
Skoda,Kodiaq,2007,2.5,182,213,310286.16
Ford,Focus,2003,1.8,189,240,296508.02
Ford,Kuga,2000,2.2,276,348,352030.78
Kia,Sportage,2005,2.7,264,212,249571.26
Audi,Q5,2000,1.5,82,196,360448.94
Volkswagen,Passat,2020,2.4,66,127,336131.97
Hyundai,Elantra,2004,1.6,75,237,333158.05
Audi,A3,2018,2.0,141,187,335987.75
BMW,X5,2004,1.7,269,235,297224.7
Toyota,Corolla,2021,1.7,133,151,317120.46
Audi,Q5,2004,1.8,101,203,291117.8
Toyota,RAV4,2016,1.7,283,115,196715.29
Audi,A3,2011,1.9,150,331,452756.28
Audi,A4,2006,2.6,241,192,271854.25
Audi,Q5,2014,1.3,79,291,490782.3
Skoda,Superb,2018,2.2,184,161,291497.38
Hyundai,Santa Fe,2022,1.5,95,88,243995.43
BMW,5 Series,2020,1.5,262,339,379755.4
Toyota,Camry,2012,1.1,39,134,280157.62
Skoda,Octavia,2011,2.5,164,288,395184.79
BMW,3 Series,2018,1.9,209,226,290840.27
Toyota,RAV4,2012,1.6,165,222,349287.76
Ford,Focus,2005,2.1,254,316,383617.2
Mercedes-Benz,E-Class,2000,1.8,29,268,413911.88
Volkswagen,Passat,2005,2.6,212,300,361087.85
Hyundai,Tucson,2012,1.5,161,85,201738.94
Ford,Kuga,2012,1.9,86,177,348712.37
Nissan,X-Trail,2012,2.4,181,343,505674.45
Volkswagen,Tiguan,2019,1.5,259,253,344204.72
Hyundai,Tucson,2003,1.8,195,253,337023.49
Ford,Mondeo,2004,1.4,137,138,238706.35
Toyota,Corolla,2012,1.6,20,319,497156.85
Ford,Mondeo,2008,1.2,251,287,354049.78
Hyundai,Elantra,2016,1.5,190,157,263692.82
Skoda,Superb,2002,1.3,274,341,357344.01
Audi,Q5,2019,1.7,204,286,390884.89
Nissan,X-Trail,2017,2.5,255,249,340149.73
BMW,5 Series,2014,2.1,109,194,356924.34
Nissan,X-Trail,2022,2.6,61,252,480067.81
Mercedes-Benz,GLC,2000,1.8,84,269,370045.19
Toyota,RAV4,2008,1.6,142,253,368288.32
Mercedes-Benz,GLC,2005,1.9,265,293,316128.58
Kia,Ceed,2017,1.7,218,158,274756.18
Volkswagen,Golf,2000,2.2,152,294,423778.5
Hyundai,Santa Fe,2021,1.2,77,187,374269.99
Nissan,Qashqai,2006,2.0,63,225,368567.5
Nissan,Qashqai,2009,2.8,276,228,323628.82
Mercedes-Benz,E-Class,2005,1.5,251,252,265593.2
Hyundai,Santa Fe,2006,1.8,56,271,429554.68
Ford,Focus,2005,1.1,124,135,305688.84
Kia,Ceed,2007,2.6,205,115,188526.08
Kia,Sportage,2001,2.0,139,329,419404.71
Nissan,Qashqai,2008,1.7,54,313,463513.03
Audi,A3,2008,2.0,164,225,304046.03
Hyundai,Elantra,2006,2.0,91,318,436730.7
Nissan,Leaf,2008,1.6,276,164,207737.51
Ford,Focus,2016,1.3,166,324,480225.83
Ford,Mondeo,2002,2.1,34,270,437994.63
Ford,Focus,2015,2.0,191,203,345519.8
Ford,Mondeo,2015,1.8,183,222,357399.33
Hyundai,Tucson,2001,1.8,50,324,471677.93
Skoda,Superb,2010,2.5,297,329,340745.14
Audi,A4,2015,2.1,58,309,532346.28
Audi,Q5,2014,1.3,271,221,304230.27
BMW,3 Series,2000,2.6,253,160,217569.55
Hyundai,Tucson,2020,2.3,66,309,474976.23
Mercedes-Benz,C-Class,2016,2.3,15,252,427062.29
Mercedes-Benz,E-Class,2002,1.6,56,328,433055.75
Audi,A4,2021,2.4,72,145,327793.17
Skoda,Kodiaq,2021,2.1,76,252,453184.63
Hyundai,Elantra,2018,1.4,192,128,232772.02
Volkswagen,Passat,2019,2.1,171,109,249828.11
Hyundai,Tucson,2006,2.5,114,114,263841.12
Kia,Ceed,2021,2.3,272,84,214746.85
Ford,Focus,2010,1.1,66,289,417263.81
Toyota,Camry,2017,2.2,25,342,507809.86
Toyota,RAV4,2013,1.8,68,256,401942.4
Skoda,Kodiaq,2015,1.1,175,94,213564.7
BMW,5 Series,2005,2.3,259,261,338423.3
Audi,Q5,2001,2.3,43,248,421992.99
Mercedes-Benz,C-Class,2022,2.0,55,130,316130.6
BMW,5 Series,2010,1.5,56,200,365162.52
Ford,Mondeo,2010,2.7,261,318,434521.37
BMW,3 Series,2009,2.3,175,233,362265.62
Volkswagen,Passat,2003,2.3,141,276,341578.91
Skoda,Superb,2016,2.5,79,307,489262.84
BMW,5 Series,2009,2.6,69,261,422108.2
Ford,Mondeo,2008,2.2,214,97,145624.34
Skoda,Octavia,2012,1.4,247,176,278201.86
Kia,Rio,2010,1.7,115,292,388888.34
Nissan,X-Trail,2009,1.7,193,153,239927.1
Hyundai,Santa Fe,2004,2.6,16,306,519702.86
Toyota,Corolla,2002,2.1,40,218,349070.91
Mercedes-Benz,E-Class,2003,1.7,225,169,223685.99
Hyundai,Tucson,2002,1.9,295,104,137749.53
Kia,Sportage,2009,2.7,135,166,284489.7
Skoda,Octavia,2012,2.3,60,302,464617.46
Skoda,Octavia,2004,2.5,199,82,177031.93
Ford,Focus,2012,1.4,60,315,489935.74
Skoda,Octavia,2000,1.9,241,331,393165.62
BMW,5 Series,2010,1.7,187,292,363317.31
Kia,Rio,2002,2.8,167,143,205892.66
Volkswagen,Golf,2016,1.9,156,335,489332.21
Toyota,RAV4,2018,1.7,260,253,367158.19
Volkswagen,Passat,2012,1.0,141,346,521373.6
BMW,5 Series,2015,2.7,246,125,304218.55
Toyota,Camry,2017,2.7,21,126,389523.14
Mercedes-Benz,E-Class,2022,1.0,152,130,239135.26
Mercedes-Benz,GLC,2019,2.1,127,242,397702.89
Nissan,Qashqai,2022,2.5,70,179,401121.19
Nissan,X-Trail,2018,2.2,190,215,354579.64
Ford,Focus,2005,1.8,274,83,117795.86
Ford,Mondeo,2022,1.5,38,252,487098.37
Mercedes-Benz,GLC,2006,2.6,272,216,262558.05
BMW,3 Series,2014,2.4,209,301,417107.72
